question,target,response,ans_tok,tok_prob,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,infosel_logit,prom46_score,extracted_prom46_score
who was killed at the st valentine day massacre,'Reinhardt Schwimmer',"""Bloody Valentine""","['""', 'B', 'lo', 'ody', 'Valent', 'ine', '""', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.018984284891170315, 0.8919958301292702, 0.7289906095728217, 0.8639651259105132, 0.5230294625992115, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5227723717689514,"""Bloody Valentine""","['""', 'B', 'lo', 'ody', 'Valent', 'ine', '""']",0.4765095662774951,0.0,"{0: '\n        The response ""Bloody Valentine"" does not provide a specific name of a person who was killed at the St. Valentine Day Massacre. It is a general term that does not directly answer the question. The reference answer, however, provides a specific name, \'Reinhardt Schwimmer\', which is a direct answer to the question. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0
who pays the most income tax in europe,'Portugal',answer: Germany,"['answer', ':', 'Germany', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.42484067028319955, 1.0, 0.5337375982893879, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6900625824928284,Germany,['Germany'],0.5337375982893879,0.0,"{0: ""\n        The response 'Germany' does not match the reference answer 'Portugal'. The instruction asked for the country that pays the most income tax in Europe, and the reference answer is Portugal. Therefore, the response is incorrect and does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
who lived in the house of the faun,"'clan, Satria'",answer: Pan,"['answer', ':', 'Pan', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.6528454741699156, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8988818526268005,Pan,['Pan'],1.0,0.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer refers to a clan or family named Satria, while the response provided is the name of a mythological figure, Pan. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
when was the decimal currency system introduced in india,'1 April 1957',/1947,"['/', '1', '9', '4', '7', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.11299391035490877, 1.0, 0.6152833689964953, 0.9162654368183428, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6319633722305298,1947,"['1', '9', '4', '7']",0.8665110796831511,0.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that the decimal currency system was introduced in India on 1 April 1957, while the response provided is 1947. This discrepancy indicates that the response does not meet the criteria for a score of 1, as it does not accurately reflect the information presented in the reference answer. Therefore, the appropriate score for this response is 0. [RESULT] 0'}",0.0
when was school games federation of india formed,'31 January 2018',answer: 1975,"['answer', ':', '', '1', '9', '7', '5', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.5503876425476271, 1.0, 1.0, 1.0, 1.0, 0.4933942900346563, 0.2131700859150445, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7003636956214905,1975,"['1', '9', '7', '5']",0.5694821222851495,0.0,"{0: ""\n        The response and reference answer are not semantically equivalent. The reference answer is the date when School Games Federation of India was formed, which is '31 January 2018'. However, the response provided is '1975', which is incorrect. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
the world's oldest epic tale told in poetry is called the epic of,'Epic of Gilgamesh',______________,"['_', '________', '____', '_', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.08510771209497212, 0.611789498544958, 0.793413440063016, 0.3209628846494483, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4212161898612976,,[],,0.0,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Epic of Gilgamesh', which is the correct answer to the instruction. However, the response given is 'nan', which is not a valid answer. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
where was smokey and the bandit 2 filmed,"'Jupiter, Florida'",answers: Georgia,"['answers', ':', 'Georgia', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.027650007438296514, 0.6834807466211559, 0.40152724997623573, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.295144110918045,Georgia,['Georgia'],0.4015272499762357,0.0,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that 'Smokey and the Bandit 2' was filmed in Jupiter, Florida, while the response only mentions Georgia. This discrepancy indicates that the response does not meet the criteria for a score of 1, as it does not provide the correct location where the movie was filmed. Therefore, the appropriate score for this response is 0. [RESULT] 0""}",0.0
who wrote the jingle nationwide is on your side,'Steve Karmen',answer: Rice Krispies,"['answer', ':', 'R', 'ice', 'K', 'ris', 'p', 'ies', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.36381372529775546, 1.0, 0.12996731683999027, 0.14234511265024896, 0.3952529057752647, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5174652934074402,Rice Krispies,"['R', 'ice', 'K', 'ris', 'p', 'ies']",0.440563618829821,0.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer is the name of the person who wrote the jingle, while the response is the name of a product. The two are not related in this context. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
actress who played abigail on days of our lives,'Marci Miller',"answers:

Melissa Fumero","['answers', ':', '\n', '\n', 'M', 'el', 'issa', 'F', 'um', 'ero', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.027846174182979924, 0.7285836938207588, 0.5363973001801038, 0.8276172053884484, 0.6554861773396241, 0.8112379816166758, 1.0, 1.0, 0.9546087299890849, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6127476692199707,Melissa Fumero,"['M', 'el', 'issa', 'F', 'um', 'ero']",0.8931468466394481,0.0,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer is 'Marci Miller', who played Abigail on Days of Our Lives. However, the response given is 'Melissa Fumero', who is an actress but has never played Abigail on Days of Our Lives. Therefore, the response does not meet the criteria of the instruction. [RESULT] 0""}",0.0
who is the nba player who scored 100 points,'Wilt Chamberlain',answer: Wilt Chamberlain,"['answer', ':', 'W', 'ilt', 'Chamber', 'lain', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.6055361017760145, 1.0, 0.7574455467683916, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8946263194084167,Wilt Chamberlain,"['W', 'ilt', 'Chamber', 'lain']",0.9329059310295196,0.0,"{1: '\n        The response and reference answer are semantically equivalent, both referring to the same individual, Wilt Chamberlain. The response correctly identifies the NBA player who scored 100 points in a single game. Therefore, the response meets the criteria for a score of 1. [RESULT] 1'}",1.0
which came first petticoat junction or green acres,'Petticoat Junction',answer: petticoat junction,"['answer', ':', 'p', 'ett', 'ico', 'at', 'j', 'unction', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.17680856034395168, 1.0, 0.41642854235282295, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7483693361282349,petticoat junction,"['p', 'ett', 'ico', 'at', 'j', 'unction']",0.8641518846756516,0.0,"{1: ""\n        The response provided is 'petticoat junction', which is the same as the reference answer. Both answers are semantically equivalent, meaning they convey the same meaning. Therefore, the response meets the criteria for a score of 1 according to the score rubric. [RESULT] 1""}",1.0
who has the most control over a corporation,'board of directors',answer: shareholders,"['answer', ':', 'share', 'hold', 'ers', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.5819954740750591, 1.0, 0.3024147099803308, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7486067414283752,shareholders,"['share', 'hold', 'ers']",0.6712242485990457,0.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. While shareholders do have some control over a corporation, they typically do not have the most control. The board of directors, as the reference answer suggests, is the entity with the most control over a corporation. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
what is the origin of the coptic language,'Egyptian language',"?

Egypt","['?', '\n', '\n', 'E', 'gypt', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.07761098927255336, 1.0, 1.0, 0.05515007296188435, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4029442071914673,Egypt,"['E', 'gypt']",0.2348405266598683,0.0,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer specifies the 'Egyptian language' as the origin of the Coptic language, while the response only mentions 'Egypt'. This lack of specificity results in a response that does not fully address the instruction. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
who decides the winner of america's got talent,'Howie Mandel',"""Simon Cowell""","['""', 'Sim', 'on', 'Cow', 'ell', '""', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.34410905192949964, 0.8915606838835445, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8446804285049438,"""Simon Cowell""","['""', 'Sim', 'on', 'Cow', 'ell', '""']",0.8212483328773518,0.0,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Howie Mandel is the judge who decides the winner of America's Got Talent, while the response suggests Simon Cowell. Since the two answers are not the same, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
who plays bill pullman's wife in sinners,'Kathryn Erbe',"""Catherine Zeta-Jones""","['""', 'C', 'atherine', 'Z', 'eta', '-', 'J', 'ones', '""', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.28893182676236173, 0.09678557718785709, 0.13159197652882115, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5709308981895447,"""Catherine Zeta-Jones""","['""', 'C', 'atherine', 'Z', 'eta', '-', 'J', 'ones', '""']",0.5364599081127254,0.0,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Kathryn Erbe plays Bill Pullman's wife in Sinners, while the response suggests Catherine Zeta-Jones. These two answers are different, and therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
when did germany become part of the un,'18 September 1973',answer: 1955,"['answer', ':', '', '1', '9', '5', '5', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.35160250378430885, 1.0, 1.0, 1.0, 1.0, 0.20701766071858713, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7207048535346985,1955,"['1', '9', '5', '5']",0.6745308997993416,0.0,"{0: ""\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that Germany became part of the UN on '18 September 1973', while the response provided is '1955'. These two dates are significantly different, indicating that the response does not accurately address the instruction. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
when is god of war going to be released,'early 2018',"?

March 2023","['?', '\n', '\n', 'M', 'arch', '', '2', '0', '2', '3', '</s>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","[0.07552042806493603, 0.9574931485476854, 1.0, 0.6034084624333809, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7522228360176086,March 2023,"['M', 'arch', '2', '0', '2', '3']",0.9192533744246396,0.0,"{0: '\n        The response and reference answer are not semantically equivalent. The reference answer states that God of War was released in early 2018, while the response states that it will be released in March 2023. This is a significant discrepancy, as the reference answer refers to a past event, while the response refers to a future event. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
